Name,Score,Genres,Type,Episodes,Aired,Premiered,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch
HeatGuy J,7.17,"Action, Adventure, Mecha, Police, Sci-Fi",TV,25,"Oct 2, 2002 to Mar 26, 2003",Fall 2002,Satelight,Original,24 min. per ep.,PG-13 - Teens 13 or older,2910.0,4096,15648,64,711,6832,926,1026,6153
Shin Chou Kyou Ryo: Condor Hero,7.36,"Adventure, Drama, Historical, Romance",TV,26,"Apr 11, 2001 to Oct 28, 2002",Spring 2001,Nippon Animation,Novel,24 min. per ep.,PG-13 - Teens 13 or older,2079.0,5443,7708,35,446,3207,284,418,3353
Shin Chou Kyou Ryo: Condor Hero II,7.33,"Adventure, Drama, Historical, Romance",TV,26,"Jan 30, 2005 to Sep 2, 2006",Winter 2005,Nippon Animation,Novel,20 min. per ep.,PG-13 - Teens 13 or older,2190.0,7572,3296,5,148,1820,131,157,1040
Virtua Fighter,7.1,"Action, Adventure, Martial Arts, Comedy, Shounen",TV,35,"Oct 9, 1995 to Jun 27, 1996",Fall 1995,Tokyo Movie Shinsha,Game,25 min. per ep.,PG-13 - Teens 13 or older,3224.0,5387,7906,29,444,4400,406,349,2307
Aria the Natural,8.2,"Sci-Fi, Slice of Life, Fantasy, Shounen",TV,26,"Apr 3, 2006 to Sep 25, 2006",Spring 2006,Hal Film Maker,Manga,24 min. per ep.,G - All Ages,309.0,1929,63713,743,3352,29175,2695,1526,26965
Hit wo Nerae!,5.54,"Comedy, Ecchi",TV,8,"Mar 9, 2004 to Apr 27, 2004",Spring 2004,"Imagin, Studio Live",Original,13 min. per ep.,R+ - Mild Nudity,9587.0,6349,5268,1,188,2780,183,286,1831
Hokuto no Ken,7.99,"Action, Drama, Martial Arts, Sci-Fi, Shounen",TV,109,"Oct 4, 1984 to Mar 5, 1987",Fall 1984,Toei Animation,Manga,25 min. per ep.,R - 17+ (violence & profanity),551.0,1409,98311,2016,10973,32736,9207,5472,39923
Kakutou Bijin Wulong: Rebirth,6.9,"Action, Comedy, Martial Arts, School, Shounen",TV,25,"Apr 2, 2006 to Oct 1, 2006",Spring 2006,TMS Entertainment,Manga,25 min. per ep.,R - 17+ (violence & profanity),4024.0,7791,3033,5,192,974,129,137,1601
Tsubasa Chronicle 2nd Season,7.6,"Action, Adventure, Fantasy, Romance, Supernatural, Drama, Mystery, Shounen",TV,26,"Apr 29, 2006 to Nov 4, 2006",Spring 2006,Bee Train,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1284.0,1348,104828,533,3130,71859,3522,2979,23338
Yokoyama Mitsuteru Sangokushi,7.37,"Action, Adventure, Historical",TV,47,"Oct 18, 1991 to Sep 25, 1992",Fall 1991,"Enoki Films, Dai Nippon Printing",Manga,23 min. per ep.,PG-13 - Teens 13 or older,2021.0,6561,4843,34,233,2148,251,267,1944
Astro Boy: Tetsuwan Atom,7.0,"Action, Sci-Fi, Adventure, Super Power, Kids, Mecha, Shounen",TV,50,"Apr 6, 2003 to Mar 28, 2004",Spring 2003,Tezuka Productions,Manga,24 min. per ep.,G - All Ages,3630.0,3912,17364,88,686,10474,1062,1611,3531
Glass no Kantai: La Legende du Vent de l'Univers,6.58,"Adventure, Sci-Fi",TV,24,"Apr 4, 2006 to Sep 21, 2006",Spring 2006,"Gonzo, Satelight",Original,24 min. per ep.,PG-13 - Teens 13 or older,5470.0,4808,10495,26,486,3669,513,806,5021
Rikujou Bouei-tai Mao-chan,6.29,"Comedy, Kids, Magic, Military, Sci-Fi",TV,26,"Jul 4, 2002 to Dec 26, 2002",Summer 2002,Xebec,Original,12 min. per ep.,G - All Ages,6939.0,6917,4248,9,227,1372,240,398,2011
Kamisama Kazoku,7.15,"Fantasy, Romance, Comedy, Drama",TV,13,"May 18, 2006 to Aug 10, 2006",Spring 2006,Toei Animation,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2996.0,2443,43133,88,1382,27045,1278,1589,11839
Dual! Parallel Lun-Lun Monogatari,7.1,"Action, Sci-Fi, Harem, Comedy, Mecha, Shounen",TV,13,"Apr 8, 1999 to Jul 1, 1999",Spring 1999,AIC,Original,25 min. per ep.,PG-13 - Teens 13 or older,3196.0,4146,15242,66,432,10048,439,504,3819
Bishoujo Senshi Sailor Moon: Sailor Stars,7.92,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",TV,34,"Mar 9, 1996 to Feb 8, 1997",Spring 1996,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,649.0,1570,86890,1177,2084,65468,1777,1119,16442
Blue Seed,7.03,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",TV,26,"Oct 5, 1994 to Mar 29, 1995",Fall 1994,"Production I.G, Production Reed",Manga,23 min. per ep.,PG-13 - Teens 13 or older,3531.0,3335,24031,128,1044,11482,1095,1198,9212
Uchuu Kaizoku Captain Herlock,7.71,"Action, Sci-Fi, Adventure, Space, Drama, Seinen",TV,42,"Mar 14, 1978 to Feb 13, 1979",Spring 1978,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,995.0,3059,28480,297,1941,9540,1860,1106,14033
Star Ocean EX,6.61,"Adventure, Fantasy, Sci-Fi, Shounen",TV,26,"Apr 3, 2001 to Sep 25, 2001",Spring 2001,Studio Deen,Game,22 min. per ep.,PG-13 - Teens 13 or older,5318.0,4666,11416,33,421,6750,569,787,2889
Le Chevalier D'Eon,7.23,"Historical, Magic, Mystery, Seinen, Supernatural",TV,24,"Jul 2, 2006 to Feb 23, 2007",Summer 2006,Production I.G,Original,25 min. per ep.,R - 17+ (violence & profanity),2659.0,2259,49572,245,2787,14412,3331,3183,25859
Majutsushi Orphen,7.17,"Action, Adventure, Comedy, Demons, Fantasy, Magic",TV,24,"Oct 3, 1998 to Mar 27, 1999",Fall 1998,J.C.Staff,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2922.0,2698,35729,174,2281,16114,1858,1799,13677
Majutsushi Orphen: Revenge,6.82,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,23,"Oct 2, 1999 to Mar 26, 2000",Fall 1999,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,4379.0,4189,14725,26,611,8161,536,558,4859
Honoo no Mirage,6.57,"Action, Historical, Supernatural, Drama, Romance, School, Shounen Ai",TV,13,"Jan 7, 2002 to Apr 8, 2002",Winter 2002,Madhouse,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,5536.0,3723,19350,83,838,9042,746,1173,7551
Kaikan Phrase,7.4,"Drama, Music, Romance, Shoujo",TV,44,"Apr 20, 1999 to Mar 25, 2000",Spring 1999,Studio Hibari,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1898.0,4678,11366,120,663,4129,621,853,5100
Generator Gawl,6.92,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",TV,12,"Oct 7, 1998 to Dec 23, 1998",Fall 1998,Tatsunoko Production,Original,24 min. per ep.,PG-13 - Teens 13 or older,3944.0,5295,8248,32,279,3963,300,339,3367
Kachou Ouji,7.01,"Sci-Fi, Adventure, Music, Slice of Life, Space, Comedy",TV,13,"Jul 8, 1999 to Oct 7, 1999",Summer 1999,"AIC, APPP",Original,25 min. per ep.,R+ - Mild Nudity,3624.0,3249,25418,108,1146,7927,956,990,14399
Mizuiro Jidai,6.9,"Slice of Life, Drama, Romance, School, Shoujo",TV,47,"Apr 4, 1996 to Feb 27, 1997",Spring 1996,Nippon Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,4048.0,7568,3308,8,241,913,218,253,1683
Elf wo Karu Mono-tachi,7.03,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",TV,12,"Oct 4, 1996 to Dec 20, 1996",Fall 1996,"Group TAC, Amuse",Manga,24 min. per ep.,PG-13 - Teens 13 or older,3534.0,3548,21147,44,859,11387,818,1127,6956
Elf wo Karu Mono-tachi II,7.04,"Adventure, Comedy, Fantasy",TV,12,"Oct 2, 1997 to Dec 25, 1997",Fall 1997,Group TAC,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3485.0,4727,11018,12,292,7776,314,240,2396
The SoulTaker: Tamashii-gari,6.38,"Demons, Horror, Supernatural",TV,13,"Apr 4, 2001 to Jul 4, 2001",Spring 2001,Tatsunoko Production,Original,25 min. per ep.,PG-13 - Teens 13 or older,6498.0,3472,22267,63,964,8399,1135,1749,10020
Bobobo-bo Bo-bobo,7.5,"Sci-Fi, Adventure, Comedy, Shounen",TV,76,"Nov 8, 2003 to Sep 30, 2005",Fall 2003,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1569.0,1781,72819,976,4666,31822,6505,9371,20455
Ippatsu Kiki Musume,6.26,"Action, Comedy, Ecchi",TV,16,"Oct 5, 1999 to Oct 29, 1999",Fall 1999,Group TAC,Manga,3 min. per ep.,R+ - Mild Nudity,7072.0,6267,5428,8,226,2870,121,233,1978
Oruchuban Ebichu,7.4,"Comedy, Ecchi, Seinen",TV,24,"Aug 1, 1999 to Oct 1, 1999",Summer 1999,Gainax,Manga,8 min. per ep.,R+ - Mild Nudity,1910.0,2517,40604,321,2579,19337,2000,1920,14768
Touch,8.02,"Sports, Romance, School, Drama, Slice of Life, Shounen",TV,101,"Mar 24, 1985 to Mar 22, 1987",Spring 1985,"Gallop, Group TAC, Studio Junio",Manga,25 min. per ep.,PG-13 - Teens 13 or older,523.0,3148,27188,484,1820,9129,1513,1100,13626
Kishin Houkou Demonbane (TV),6.58,"Action, Harem, Magic, Romance, Ecchi, Mecha",TV,12,"May 19, 2006 to Aug 18, 2006",Spring 2006,View Works,Visual novel,25 min. per ep.,R - 17+ (violence & profanity),5489.0,2808,33248,43,1773,15885,1461,2314,11815
Chou Denji Machine Voltes V,7.45,"Action, Sci-Fi, Adventure, Drama, Mecha, Shounen",TV,40,"Jun 4, 1977 to Mar 25, 1978",Summer 1977,"Sunrise, Toei Animation",Original,23 min. per ep.,PG-13 - Teens 13 or older,1737.0,6103,5783,73,256,3536,243,286,1462
Love Get Chu,6.58,"Comedy, Romance",TV,25,"Apr 5, 2006 to Sep 27, 2006",Spring 2006,Radix,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,5506.0,5539,7349,8,498,1798,637,620,3796
Hikari to Mizu no Daphne,6.76,"Sci-Fi, Mystery, Comedy, Police, Psychological, Drama, Ecchi",TV,24,"Jan 16, 2004 to Jul 3, 2004",Winter 2004,J.C.Staff,Original,24 min. per ep.,R - 17+ (violence & profanity),4620.0,4496,12433,25,697,5166,624,945,5001
Human Crossing,6.34,"Drama, Slice of Life, Sports",TV,13,"Apr 5, 2003 to Jun 28, 2003",Spring 2003,A.C.G.T.,Manga,24 min. per ep.,PG-13 - Teens 13 or older,6669.0,7746,3085,1,129,818,147,160,1831
Kenran Butou Sai: The Mars Daybreak,7.18,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",TV,26,"Apr 1, 2004 to Sep 23, 2004",Spring 2004,Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,2867.0,3750,18738,33,1008,8878,820,813,7219
Kimagure Orange☆Road,7.55,"Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power",TV,48,"Apr 6, 1987 to Mar 7, 1988",Spring 1987,Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1434.0,2761,34405,492,2602,10978,2023,1590,17212
Macross,7.94,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,36,"Oct 3, 1982 to Jun 26, 1983",Fall 1982,Tatsunoko Production,Original,25 min. per ep.,PG-13 - Teens 13 or older,624.0,1614,82908,1605,4626,35847,3569,2124,36742
Oishinbo,6.4,"Comedy, Slice of Life, Seinen",TV,136,"Oct 17, 1988 to Mar 17, 1992",Fall 1988,Shin-Ei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6411.0,8947,1915,9,325,232,153,139,1066
Lime-iro Senkitan,5.97,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",TV,13,"Jan 4, 2003 to Mar 29, 2003",Winter 2003,Studio Hibari,Visual novel,26 min. per ep.,R+ - Mild Nudity,8340.0,5105,9017,13,536,3769,341,571,3800
Samurai Girl Real Bout High School,5.97,"Adventure, Comedy, Fantasy, Shounen",TV,13,"Jul 30, 2001 to Oct 22, 2001",Summer 2001,Gonzo,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,8322.0,5142,8846,10,388,4764,438,727,2529
Shinkon Gattai Godannar!!,6.69,"Ecchi, Comedy, Mecha, Romance, Sci-Fi",TV,13,"Oct 1, 2003 to Dec 24, 2003",Fall 2003,OLM,Original,25 min. per ep.,R+ - Mild Nudity,4937.0,4251,14240,37,843,5011,603,785,6998
Shinkon Gattai Godannar!! 2nd Season,6.95,"Ecchi, Comedy, Mecha, Romance, Sci-Fi",TV,13,"Apr 5, 2004 to Jun 27, 2004",Spring 2004,OLM,Original,25 min. per ep.,R+ - Mild Nudity,3801.0,5689,6957,8,259,3842,185,175,2496
Senkaiden Houshin Engi,7.13,"Magic, Adventure, Fantasy, Supernatural, Historical, Shounen",TV,26,"Jul 3, 1999 to Dec 25, 1999",Summer 1999,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3089.0,4183,14820,76,576,8050,608,793,4793
Mermaid Melody Pichi Pichi Pitch Pure,7.09,"Adventure, Music, Comedy, Magic, Romance, Shoujo",TV,39,"Apr 3, 2004 to Dec 25, 2004",Spring 2004,"Actas, SynergySP",Manga,25 min. per ep.,PG - Children,3255.0,2791,33784,255,929,26165,1113,1378,4199
Bouken Ou Beet Excellion,6.72,"Adventure, Fantasy, Shounen, Supernatural",TV,25,"Oct 6, 2005 to Mar 30, 2006",Fall 2005,Toei Animation,Manga,24 min. per ep.,PG - Children,4788.0,5728,6800,6,272,4330,355,357,1486
Figure 17: Tsubasa & Hikaru,7.23,"Sci-Fi, Slice of Life",TV,13,"May 27, 2001 to May 26, 2002",Spring 2001,OLM,Original,47 min. per ep.,PG-13 - Teens 13 or older,2645.0,4714,11068,58,489,3372,620,487,6100
UFO Princess Valkyrie,6.75,"Comedy, Ecchi, Magic, Sci-Fi",TV,12,"Jul 4, 2002 to Sep 19, 2002",Summer 2002,TNK,Manga,23 min. per ep.,R+ - Mild Nudity,4670.0,3936,17103,45,797,8572,698,926,6110
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,6.97,"Comedy, Romance, Sci-Fi",TV,12,"Oct 4, 2003 to Dec 20, 2003",Fall 2003,TNK,Manga,23 min. per ep.,R+ - Mild Nudity,3732.0,5249,8393,13,289,5494,230,192,2188
Digimon Frontier,7.15,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",TV,50,"Apr 7, 2002 to Mar 30, 2003",Spring 2002,Toei Animation,Original,23 min. per ep.,PG - Children,2984.0,1155,127856,578,2419,110260,2711,4532,7934
Tenchi Muyou! GXP,7.18,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",TV,26,"Apr 2, 2002 to Sep 25, 2002",Spring 2002,AIC,Original,24 min. per ep.,PG-13 - Teens 13 or older,2869.0,3206,26064,134,1041,16972,944,1289,5818
Betterman,6.6,"Action, Adventure, Psychological, Comedy, Mecha, Drama, Horror, Mystery, Sci-Fi",TV,26,"Apr 2, 1999 to Oct 1, 1999",Spring 1999,Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),5357.0,4529,12128,69,560,4348,689,778,5753
Mushrambo,6.98,"Sci-Fi, Adventure, Drama, Fantasy, Shounen",TV,32,"Feb 5, 2000 to Sep 23, 2000",Winter 2000,Toei Animation,Original,23 min. per ep.,PG - Children,3710.0,4374,13286,73,424,9001,532,646,2683
Medarot,7.07,"Adventure, Comedy, Sci-Fi, Shounen",TV,52,"Jul 2, 1999 to Jun 30, 2000",Summer 1999,Bee Train,Game,24 min. per ep.,PG - Children,3370.0,2312,47776,230,1685,35173,2154,2980,5784
Monkey Magic,6.03,"Kids, Adventure, Fantasy",TV,13,"Sep 20, 1998 to Dec 13, 1998",Fall 1998,Group TAC,Novel,25 min. per ep.,PG - Children,8123.0,11493,645,1,27,301,24,92,201
Hachimitsu to Clover II,8.26,"Drama, Josei, Romance, Slice of Life",TV,12,"Jun 30, 2006 to Sep 15, 2006",Summer 2006,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,256.0,1525,90170,973,1990,59361,1875,1225,25719
Kaze no Youjinbou,7.19,"Action, Mystery, Drama, Shounen",TV,25,"Oct 2, 2001 to Mar 26, 2002",Fall 2001,Studio Pierrot,Original,23 min. per ep.,R - 17+ (violence & profanity),2806.0,4775,10760,30,500,2788,490,486,6496
Choujuushin Gravion Zwei,6.65,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,12,"Jan 8, 2004 to Mar 25, 2004",Winter 2004,Gonzo,Original,23 min. per ep.,R+ - Mild Nudity,5118.0,5465,7642,14,291,4480,263,270,2338
I: Wish You Were Here,6.07,"Action, Drama, Mystery, Sci-Fi",TV,4,"Oct 4, 2001 to Nov 24, 2001",Fall 2001,Gonzo,Original,27 min. per ep.,PG-13 - Teens 13 or older,7963.0,5208,8628,11,273,4507,193,254,3401
Final Fantasy: Unlimited,6.2,"Action, Adventure, Fantasy, Sci-Fi, Shounen",TV,25,"Oct 2, 2001 to Mar 26, 2002",Fall 2001,Gonzo,Game,24 min. per ep.,PG-13 - Teens 13 or older,7341.0,2854,32443,92,1119,17162,1882,3708,8572
Maze☆Bakunetsu Jikuu (TV),6.65,"Adventure, Comedy, Fantasy, Mecha, Shounen",TV,25,"Apr 3, 1997 to Sep 25, 1997",Spring 1997,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5157.0,6223,5491,9,299,2148,350,394,2300
Neo Ranga,6.53,"Adventure, Horror, Mecha",TV,48,"Apr 6, 1998 to Sep 28, 1999",Spring 1998,Studio Pierrot,Original,15 min. per ep.,PG-13 - Teens 13 or older,5717.0,4793,10670,17,676,2653,714,765,5862
Mahou Senshi Louie,7.17,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,24,"Apr 3, 2001 to Sep 18, 2001",Spring 2001,J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2904.0,3806,18187,73,863,9919,852,766,5787
Samurai Gun,6.0,"Action, Historical, Seinen",TV,12,"Oct 4, 2004 to Dec 14, 2004",Fall 2004,Studio Egg,Manga,24 min. per ep.,R - 17+ (violence & profanity),8237.0,5411,7838,9,434,2970,364,590,3480
Slayers Try,7.83,"Adventure, Comedy, Demons, Magic, Fantasy, Shounen",TV,26,"Apr 4, 1997 to Sep 26, 1997",Spring 1997,J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,770.0,2335,47000,236,1086,36182,1035,639,8058
Metal Fighter Miku,6.04,"Sci-Fi, Comedy, Sports, Shounen",TV,13,"Jul 8, 1994 to Sep 30, 1994",Summer 1994,J.C.Staff,Original,25 min. per ep.,PG-13 - Teens 13 or older,8075.0,7713,3147,7,127,997,133,179,1711
Gakuen Senki Muryou,7.07,"Sci-Fi, Adventure, Space, Supernatural, Mecha, Shounen",TV,26,"May 8, 2001 to Dec 4, 2001",Spring 2001,Madhouse,Original,25 min. per ep.,PG-13 - Teens 13 or older,3353.0,6112,5743,25,328,1838,309,274,2994
Hyper Police,6.95,"Action, Comedy, Police, Romance, Sci-Fi",TV,25,"Apr 3, 1997 to Sep 25, 1997",Spring 1997,Studio Pierrot,Manga,24 min. per ep.,R - 17+ (violence & profanity),3817.0,5235,8470,39,519,3022,459,469,4001
Lost Universe,7.03,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",TV,26,"Apr 3, 1998 to Sep 25, 1998",Spring 1998,E&G Films,Light novel,22 min. per ep.,PG-13 - Teens 13 or older,3534.0,4300,13834,48,624,7258,816,784,4352
Battle Athletess Daiundoukai (TV),6.9,"Action, Sci-Fi, Adventure, Comedy, Sports, Drama, School, Shounen",TV,26,"Oct 3, 1997 to Mar 27, 1998",Fall 1997,AIC,Original,22 min. per ep.,PG - Children,4008.0,5610,7155,33,271,3521,307,420,2636
Momoiro Sisters,6.14,"Comedy, Slice of Life",TV,24,"Aug 25, 1998 to Oct 5, 1998",Summer 1998,Studio Deen,4-koma manga,6 min. per ep.,PG-13 - Teens 13 or older,7629.0,8665,2144,1,91,960,69,123,901
Eden's Bowy,6.52,"Action, Adventure, Fantasy, Romance, Sci-Fi",TV,26,"Apr 6, 1999 to Sep 24, 1999",Spring 1999,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5770.0,6174,5609,6,251,2700,348,402,1908
Happy Seven: The TV Manga,6.31,"Comedy, Magic, Fantasy, School",TV,13,"Oct 2, 2005 to Dec 25, 2005",Fall 2005,Studio Hibari,Light novel,24 min. per ep.,PG - Children,6837.0,6698,4592,7,236,1903,228,312,1913
Coyote Ragtime Show,6.65,"Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,12,"Jul 4, 2006 to Sep 19, 2006",Summer 2006,ufotable,Original,24 min. per ep.,PG-13 - Teens 13 or older,5148.0,3840,17933,32,771,9204,979,1284,5695
Zero no Tsukaima,7.33,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",TV,13,"Jul 3, 2006 to Sep 25, 2006",Summer 2006,J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2198.0,147,651195,7932,18814,501416,10766,17962,102237
Masuda Kousuke Gekijou Gag Manga Biyori,7.21,"Comedy, Parody",TV,12,"Feb 7, 2005 to Apr 25, 2005",Winter 2005,Artland,Manga,5 min. per ep.,PG-13 - Teens 13 or older,2751.0,5377,7917,56,273,3700,274,326,3344
Tsuyokiss,6.6,"Comedy, Romance, School, Slice of Life",TV,12,"Jul 2, 2006 to Sep 17, 2006",Summer 2006,"Trinet Entertainment, Studio Hibari",Visual novel,25 min. per ep.,PG-13 - Teens 13 or older,5398.0,3888,17462,21,738,9237,643,876,5968
Gun-dou Musashi,5.8,"Adventure, Samurai, Fantasy",TV,26,"Apr 9, 2006 to Oct 8, 2006",Spring 2006,ACC Production,Original,24 min. per ep.,PG-13 - Teens 13 or older,8847.0,5971,6121,15,308,810,309,638,4056
NHK ni Youkoso!,8.33,"Comedy, Psychological, Drama, Romance",TV,24,"Jul 10, 2006 to Dec 18, 2006",Summer 2006,Gonzo,Novel,24 min. per ep.,R+ - Mild Nudity,204.0,203,550365,21311,29458,304696,23658,15615,176938
Oban Star-Racers,7.51,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,"Apr 12, 2006 to Dec 6, 2006",Spring 2006,Hal Film Maker,Original,25 min. per ep.,PG - Children,1554.0,2482,42068,489,1290,27831,1265,1175,10507
Binbou Shimai Monogatari,6.88,"Slice of Life, Comedy, Drama, Seinen",TV,10,"Jun 30, 2006 to Sep 15, 2006",Summer 2006,Toei Animation,Manga,24 min. per ep.,G - All Ages,4108.0,3855,17826,26,694,7275,737,925,8195
Tonagura!,6.73,"Comedy, Drama, Ecchi, Romance, School",TV,13,"Jul 9, 2006 to Oct 1, 2006",Summer 2006,Daume,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4743.0,2468,42469,47,1527,27752,1198,1787,10205
Chocotto Sister,6.79,"Comedy, Drama, Romance, Ecchi",TV,24,"Jul 12, 2006 to Dec 20, 2006",Summer 2006,Nomad,Manga,24 min. per ep.,R+ - Mild Nudity,4472.0,3755,18727,36,1073,8996,1293,1640,5725
Demashita! Powerpuff Girls Z,6.35,"Action, Comedy, Magic, School, Sci-Fi, Shoujo, Slice of Life, Super Power",TV,52,"Jul 1, 2006 to Jun 30, 2007",Summer 2006,Toei Animation,Other,25 min. per ep.,PG - Children,6637.0,3250,25329,151,1420,11661,2105,3820,6323
Bokura ga Ita,7.31,"Slice of Life, Drama, Romance, Shoujo",TV,26,"Jul 4, 2006 to Dec 26, 2006",Summer 2006,Artland,Manga,25 min. per ep.,PG-13 - Teens 13 or older,2295.0,759,196379,2145,9282,107584,8541,12417,58555
Aquarian Age: Sign for Evolution,6.12,"Action, Sci-Fi, Adventure, Music, Super Power, Supernatural, Romance, Fantasy, Shounen",TV,13,"Jan 11, 2002 to Mar 29, 2002",Winter 2002,Madhouse,Card game,24 min. per ep.,PG-13 - Teens 13 or older,7679.0,4575,11838,17,462,5422,536,827,4591
Seihou Tenshi Angel Links,5.96,"Action, Adventure, Space, Comedy, Romance, Drama, Sci-Fi",TV,13,"Apr 7, 1999 to Jun 30, 1999",Spring 1999,Sunrise,Novel,24 min. per ep.,PG-13 - Teens 13 or older,8369.0,5534,7429,5,340,3144,289,454,3202
Innocent Venus,6.84,"Adventure, Drama, Mecha, Military, Sci-Fi",TV,12,"Jul 27, 2006 to Oct 26, 2006",Summer 2006,Brain's Base,Original,23 min. per ep.,PG-13 - Teens 13 or older,4267.0,3326,24328,60,980,11983,1113,1131,9121
SF Saiyuuki Starzinger,6.95,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,73,"Apr 2, 1978 to Aug 26, 1979",Spring 1978,Toei Animation,Original,25 min. per ep.,G - All Ages,3819.0,8730,2089,21,132,763,178,213,803
Bishoujo Senshi Sailor Moon SuperS,7.59,"Drama, Magic, Romance, Shoujo",TV,39,"Mar 4, 1995 to Mar 2, 1996",Spring 1995,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1297.0,1528,90211,539,2356,70299,1874,1187,14495
Night Head Genesis,6.78,"Sci-Fi, Mystery, Psychological, Supernatural, Drama",TV,24,"Jun 17, 2006 to Dec 31, 2006",Summer 2006,Bee Media,Manga,24 min. per ep.,R - 17+ (violence & profanity),4512.0,3199,26173,60,1511,9921,1837,2287,10617
Yuugo: Koushounin,7.13,"Action, Military, Mystery, Psychological, Drama, Seinen",TV,13,"Feb 24, 2004 to May 25, 2004",Winter 2004,Artland,Manga,24 min. per ep.,R - 17+ (violence & profanity),3071.0,4869,10113,28,427,3526,375,518,5267
"Zone of the Enders: Dolores, I",6.96,"Action, Adventure, Space, Comedy, Mecha, Military, Sci-Fi",TV,26,"Apr 7, 2001 to Sep 29, 2001",Spring 2001,Sunrise,Game,24 min. per ep.,PG-13 - Teens 13 or older,3767.0,4881,10097,33,417,4463,478,511,4228
Erementar Gerad,7.3,"Adventure, Comedy, Super Power, Magic, Romance, Fantasy, Shounen",TV,26,"Apr 5, 2005 to Sep 27, 2005",Spring 2005,Xebec,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2325.0,1587,85305,497,3647,51887,4082,4442,21247
Fushigi no Umi no Nadia,7.54,"Adventure, Comedy, Historical, Romance, Sci-Fi",TV,39,"Apr 13, 1990 to Apr 12, 1991",Spring 1990,Gainax,Original,25 min. per ep.,PG-13 - Teens 13 or older,1445.0,2270,49529,415,2679,18357,2494,1559,24440
Saint Seiya,7.77,"Adventure, Fantasy, Sci-Fi, Shounen",TV,114,"Oct 11, 1986 to Apr 1, 1989",Fall 1986,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,874.0,1026,144978,4281,9540,93646,7729,7527,26536
